STATION,STATION_NAME,,,STATE,,DATE,TIME,QPCP,Measurement Flag Quality Flag,Units
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710808,20:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710808,20:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710809,8:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710809,15:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710809,15:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710809,17:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710809,17:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710810,18:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710811,14:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710811,14:45,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710811,15:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710811,15:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710811,15:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710812,20:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710812,20:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710813,15:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710813,17:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710814,9:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710814,13:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710814,13:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710815,12:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710815,12:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710815,13:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,1:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,4:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,4:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,5:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,5:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,6:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,6:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,7:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,7:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,8:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,9:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,10:00,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,10:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,10:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,10:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,11:00,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,11:15,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,11:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,11:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,12:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,12:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,13:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,13:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,14:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,15:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,19:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710816,19:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710817,12:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710817,12:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710817,14:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,13:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,18:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,19:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,19:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,19:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,19:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,20:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710825,20:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710826,18:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710827,14:00,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710827,14:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710829,18:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710829,19:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710830,16:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710831,14:00,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710901,0:15,0,g,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710902,12:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710902,16:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710903,16:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710903,16:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710904,17:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710905,14:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710906,13:15,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710907,13:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710907,13:30,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710908,19:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710908,19:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710908,20:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710909,16:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710909,17:00,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710912,10:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710912,11:00,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710912,11:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710917,15:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710921,16:00,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19710924,17:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711001,0:15,0,g,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711009,20:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711009,20:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711009,22:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711009,22:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,0:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,1:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,2:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,3:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,3:45,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,4:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,4:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,5:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,6:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,10:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,10:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,11:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711010,16:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711013,17:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711013,17:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,13:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,16:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,16:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,19:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,19:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,20:00,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,20:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711014,21:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711022,15:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711024,11:00,0.4,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711024,11:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711030,15:30,0.4,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711030,17:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711101,0:15,0,g,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711103,11:45,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711103,16:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711109,21:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711120,10:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711124,11:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,4:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,4:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,5:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,5:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,5:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,5:45,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,6:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,6:30,0.6,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711129,6:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711201,0:15,0,g,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,15:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,16:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,18:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,20:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,21:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,21:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711202,21:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,4:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,5:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,6:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,6:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,6:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,7:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,7:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,7:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,7:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,8:00,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,8:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,8:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,9:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711203,10:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19711220,16:15,999.99,[,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720101,0:15,999.99,[,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720103,15:15,999.99,],HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720105,13:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720105,14:00,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720105,14:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,9:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,9:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,9:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,10:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,11:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,11:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,11:30,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,12:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,13:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,14:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,14:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,17:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720114,20:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720115,10:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720115,11:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,5:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,6:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,10:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,11:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,16:30,0.3,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,16:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,17:00,0.5,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720122,17:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720125,12:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720125,13:45,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720125,14:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720125,14:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720125,15:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720125,15:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720130,10:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,0:15,0,g,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,5:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,5:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,7:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,11:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,12:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,14:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720201,20:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720203,10:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720203,11:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720203,11:15,0.2,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720207,6:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720207,7:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720207,7:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720209,5:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720209,8:00,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720209,10:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720212,18:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,11:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,12:30,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,13:15,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,16:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,17:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,18:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,19:45,0.1,,HT
COOP:083321,GAINESVILLE,3,WSW,FL,US,19720216,20:00,0.1,,HT
